,SeniorCitizen,tenure,MonthlyCharges,gender_1,Dependents_1,PhoneService_1,MultipleLines_1,InternetService_1,Contract_1,Contract_2,Churn_1
3629,0,1,74,0,1,1,1,0,0,1,1
6884,1,42,74,0,0,1,0,0,0,0,1
1322,0,1,50,1,0,1,0,0,0,0,0
1535,0,1,70,1,0,1,1,0,0,0,1
6872,0,7,94,0,0,1,0,1,1,0,0
1040,0,63,103,1,0,1,0,1,0,0,1
6375,0,9,19,1,0,1,0,1,0,0,1
2274,0,66,91,0,0,1,0,1,0,0,0
3571,0,51,75,1,0,1,0,0,0,0,0
5086,0,44,54,1,0,0,0,0,1,0,0
1242,0,25,80,0,0,1,0,0,0,0,1
4587,0,61,20,0,0,1,0,1,0,0,0
2125,0,72,66,1,1,0,1,0,0,1,0
3716,0,13,99,1,0,1,1,1,0,0,1
2286,0,72,82,1,0,1,0,0,0,0,0
6580,0,10,20,1,0,1,0,0,1,0,0
5369,0,64,105,1,0,1,0,0,0,0,0
5770,0,1,20,0,1,1,1,0,1,0,1
2804,1,51,80,1,0,1,0,0,1,0,0
6572,0,67,66,1,0,1,1,0,0,1,0
3851,0,4,45,1,0,1,0,0,0,1,0
548,0,8,20,0,1,1,1,1,1,0,0
9,0,1,19,1,0,1,0,0,1,0,1
3554,0,72,88,1,1,1,0,1,0,0,0
3623,0,11,76,1,0,1,0,1,0,0,0
5249,0,61,99,1,0,1,0,0,0,1,0
6436,0,47,21,0,1,1,0,0,0,1,0
3719,0,36,76,0,0,1,0,0,1,0,0
4275,0,60,94,1,0,1,1,0,0,0,1
6133,0,38,20,1,0,1,0,0,0,0,0
948,1,38,101,1,1,1,1,1,0,0,0
107,0,45,53,1,0,1,0,0,1,0,0
2965,1,67,76,1,0,1,1,1,0,0,0
5177,0,47,21,1,1,1,1,1,0,0,0
5332,0,7,21,0,0,1,0,0,1,0,0
2734,0,23,100,1,0,1,0,0,0,0,0
289,0,72,114,1,1,1,0,0,0,0,0
5555,0,19,79,1,0,1,0,0,0,1,0
5598,0,3,64,0,1,1,0,0,1,0,0
2731,0,51,20,1,1,1,1,1,0,0,0
136,0,35,85,1,1,1,0,1,0,0,1
1278,1,16,55,1,0,1,0,0,1,0,0
917,0,13,88,0,1,1,0,0,0,1,1
2012,0,7,19,1,1,1,1,1,0,0,0
3403,0,10,80,0,0,1,0,0,0,0,1
4450,0,7,20,0,0,1,1,0,0,0,0
1967,1,35,102,0,0,1,1,0,1,0,0
1945,0,5,79,1,0,1,0,0,0,1,1
125,0,1,19,1,0,1,0,1,0,1,0
4666,0,37,100,0,0,1,0,0,0,0,1
32,0,72,85,1,0,1,0,0,1,0,0
5912,0,4,24,0,0,1,1,1,0,0,0
1843,0,10,80,1,0,1,0,0,0,1,0
3195,1,44,89,0,0,1,0,1,0,0,0
6859,0,2,86,0,0,1,1,1,0,1,1
4654,0,14,65,1,1,1,0,0,1,0,1
4565,0,25,89,0,1,1,0,0,1,0,1
3859,1,11,85,0,0,1,1,1,1,0,1
1103,0,3,55,0,0,1,1,1,1,0,1
4926,0,50,104,1,1,1,0,0,0,1,1
5108,0,55,19,1,1,1,0,0,0,0,0
4013,1,51,94,1,0,1,1,0,0,0,0
4988,1,1,25,1,0,0,0,0,1,0,1
1542,0,31,60,1,1,1,0,0,0,1,0
5945,0,66,66,1,0,1,0,1,0,0,0
5041,0,2,54,1,0,1,0,0,1,0,0
4018,0,4,24,0,0,0,0,0,1,0,1
1948,0,47,90,1,1,1,0,1,0,0,0
4186,0,68,39,0,0,0,1,1,0,1,0
5939,0,26,76,1,0,1,0,0,0,0,0
3602,0,25,48,0,0,0,1,0,0,0,0
74,0,35,99,0,0,1,0,0,0,0,0
3740,0,24,60,1,0,1,0,1,0,0,0
6717,0,1,51,0,1,1,1,1,0,0,0
1495,0,29,19,0,0,1,1,1,0,0,0
6913,0,10,52,1,0,1,1,1,1,0,0
867,0,1,49,0,0,1,0,0,0,0,1
5514,0,68,119,0,0,1,0,0,0,0,0
183,0,44,20,0,1,1,0,0,1,0,0
193,0,68,80,1,0,1,1,1,0,1,0
5790,0,46,109,1,0,1,0,0,0,0,0
4781,0,33,68,1,0,1,0,0,0,1,1
1074,0,69,26,0,1,1,0,0,0,0,0
5546,0,27,57,0,0,1,0,0,0,0,0
4658,0,30,84,1,0,1,0,0,0,0,0
1924,0,68,82,0,0,1,1,1,0,0,0
1247,0,3,89,0,0,1,1,1,1,0,1
2383,0,7,21,1,0,1,0,0,0,0,0
1197,1,52,105,1,0,1,0,0,0,0,0
1576,1,71,100,0,0,1,0,0,1,0,0
6115,1,50,71,0,0,1,0,1,0,1,1
360,0,23,55,1,1,1,0,0,0,0,0
2894,0,8,20,1,0,1,0,0,1,0,0
3206,0,58,70,1,0,1,0,0,0,0,0
2474,0,4,80,0,0,1,1,1,0,0,0
6601,0,72,113,1,0,1,1,1,0,1,0
889,0,67,21,0,0,1,1,1,0,0,0
6978,0,72,92,0,0,1,1,0,0,1,0
6772,0,26,84,1,0,1,0,0,1,0,1
2854,0,72,106,1,1,1,1,0,1,0,0
6810,0,63,74,1,1,1,0,0,0,0,0
294,0,70,115,0,1,1,0,0,0,0,0
258,0,72,25,0,0,1,0,0,0,0,0
6181,0,5,85,1,0,1,1,1,1,0,1
5285,0,72,99,1,0,1,0,0,0,1,0
6538,0,24,75,0,0,1,0,1,0,0,1
6024,0,53,70,1,1,1,1,1,0,0,0
6316,0,70,76,1,0,1,1,0,0,1,0
3360,0,53,46,1,0,0,0,1,0,0,0
4582,0,11,102,0,0,1,1,0,0,1,1
5195,0,46,20,1,1,1,0,0,0,1,0
4530,1,29,99,0,0,1,0,0,0,1,1
5094,0,41,89,1,0,1,1,1,1,0,0
6889,1,64,26,1,0,1,0,1,0,0,0
3792,1,66,100,1,1,1,0,1,0,0,1
5569,0,43,56,1,0,1,0,1,0,0,0
3671,0,18,50,1,0,1,1,1,0,0,1
6866,0,38,104,0,0,1,1,1,0,0,0
5773,0,42,23,0,1,1,0,0,0,0,0
4794,0,52,81,0,0,1,0,0,0,0,0
1973,0,47,59,0,0,1,0,0,0,1,0
6944,0,71,80,1,0,1,0,0,0,0,0
5757,1,52,104,1,0,1,1,0,0,0,1
5061,0,59,90,0,1,1,1,0,1,0,0
5078,0,63,90,0,0,1,1,1,1,0,0
6648,0,25,85,0,0,1,0,0,0,0,0
6380,0,54,24,1,1,1,1,1,0,0,0
6032,0,2,20,0,0,1,1,1,0,0,0
4347,0,24,80,1,0,1,0,1,0,1,1
786,0,6,50,0,0,1,1,0,0,1,0
6535,0,23,20,1,0,1,0,1,1,0,0
6014,0,57,84,0,1,1,0,1,1,0,0
2539,0,2,20,1,0,1,1,0,0,1,0
2756,1,24,39,1,0,0,0,0,0,0,1
687,0,2,59,0,0,1,0,0,0,0,0
4732,0,39,20,1,0,1,0,0,0,1,0
3216,0,27,66,0,1,1,0,0,0,0,0
1376,0,25,19,0,0,1,0,0,1,0,0
2517,1,26,91,0,0,1,0,1,0,0,1
5620,0,3,70,1,0,1,1,1,0,1,0
5215,0,4,75,0,0,1,0,0,0,0,1
4386,0,31,81,0,1,1,0,0,0,1,0
2583,0,41,95,0,1,1,0,0,0,1,0
4591,0,9,92,0,0,1,0,0,0,0,1
3390,0,23,58,0,1,1,0,0,1,0,0
1203,0,35,90,1,0,1,1,0,0,1,0
5733,0,72,105,1,1,1,0,0,0,1,0
6331,0,63,80,1,1,1,0,0,1,0,0
4985,0,4,78,1,0,1,1,0,0,1,1
5627,1,66,111,1,0,1,1,1,0,0,1
2940,0,1,30,0,0,0,0,0,0,0,1
3750,0,67,44,1,0,0,0,0,1,0,0
6031,1,13,70,0,0,1,0,0,0,0,1
118,0,26,44,0,0,0,0,0,0,1,0
4005,0,1,70,0,0,1,1,0,0,0,1
553,0,17,79,0,0,1,1,0,0,1,0
4108,0,1,46,0,0,1,0,0,1,0,1
3669,0,44,50,0,0,1,1,1,0,0,0
5064,0,22,89,0,0,1,0,0,0,0,0
3049,0,33,19,1,1,1,0,0,0,0,0
2137,0,67,25,1,0,1,1,0,0,1,0
2544,0,26,79,0,0,1,1,0,1,0,0
6938,0,38,20,0,1,1,1,0,0,1,0
2708,0,29,71,1,1,1,1,1,0,0,1
248,0,16,20,1,0,1,0,0,0,0,0
2035,0,3,45,0,0,1,0,0,0,0,0
6615,0,34,85,0,0,1,0,0,0,0,0
1726,0,26,86,1,0,1,1,0,0,0,0
6066,0,25,85,1,0,1,0,1,0,0,1
85,0,25,96,1,1,1,1,1,0,0,1
842,0,1,20,1,0,1,0,0,1,0,0
6710,0,4,94,0,0,1,0,0,1,0,1
4460,0,61,25,1,0,1,0,1,0,0,0
196,1,26,106,1,1,1,1,0,0,1,1
3713,0,71,90,1,1,1,0,1,0,0,0
1106,1,1,94,1,0,1,1,1,0,1,1
3715,0,8,75,1,0,1,0,1,0,0,0
5498,1,30,104,0,0,1,0,0,0,0,0
1428,0,35,53,1,0,0,1,0,0,0,0
4360,0,11,59,0,0,1,1,1,0,0,0
3995,0,23,60,0,0,1,0,1,0,0,0
2562,0,17,25,1,0,0,0,0,0,1,0
4187,0,57,101,0,1,1,0,0,0,1,0
1772,0,6,20,0,0,1,0,1,0,0,0
5189,0,12,100,0,0,1,1,0,0,0,1
234,0,1,91,0,0,1,1,0,0,0,1
4527,1,32,94,1,1,1,0,1,0,1,0
6248,0,66,20,1,1,1,0,0,0,1,0
3380,0,56,80,0,0,1,1,1,0,0,0
4208,0,50,104,0,0,1,0,0,1,0,0
4305,0,34,64,0,0,1,0,0,0,1,0
494,1,38,83,0,0,1,0,0,0,0,0
3352,0,8,50,1,0,1,1,1,0,0,0
4170,0,30,100,0,0,1,1,1,0,1,1
2982,0,68,91,1,0,1,0,0,1,0,0
4120,0,20,19,1,1,1,0,1,1,0,1
3984,0,68,85,0,1,1,1,0,0,1,0
4011,0,25,25,1,1,1,0,0,0,1,0
3102,0,70,98,1,1,1,0,0,0,0,1
6932,0,2,74,0,0,1,0,0,0,0,1
6509,0,16,20,0,0,1,0,0,0,0,0
866,1,35,40,0,0,0,0,0,0,1,0
3946,0,51,20,1,0,1,0,0,0,0,0
2450,0,24,25,0,0,1,1,1,0,1,0
77,0,53,108,0,1,1,0,0,0,0,0
1154,0,17,50,1,0,0,1,0,0,1,0
3891,0,8,84,1,0,1,1,0,1,0,1
3223,0,15,49,0,0,1,0,0,0,0,0
722,0,13,100,0,0,1,1,1,0,0,1
2828,0,37,20,1,1,1,0,0,0,1,0
1996,0,12,51,1,0,0,0,0,0,1,0
5867,0,2,80,0,0,1,0,0,0,1,0
5743,1,16,85,0,0,1,0,0,0,1,1
1354,0,54,70,0,1,1,1,1,0,0,0
240,0,55,78,1,0,1,1,0,0,1,0
643,0,70,20,0,1,1,0,1,1,0,0
1958,0,10,20,0,0,1,1,1,0,0,0
88,0,48,25,0,0,1,0,0,0,1,0
6170,0,18,39,0,0,0,0,0,0,0,1
2141,0,41,106,0,0,1,0,0,0,0,0
4038,0,35,86,0,0,1,0,0,0,1,1
4387,0,1,50,0,0,1,0,0,0,0,0
1783,0,15,101,0,0,1,0,1,0,0,1
5326,1,62,90,1,0,1,0,0,0,0,0
6147,0,62,49,0,1,0,0,1,1,0,0
4082,0,61,101,0,1,1,1,0,1,0,0
5849,1,1,75,0,0,1,0,0,0,1,1
5853,0,43,64,0,1,1,1,1,1,0,0
3408,0,48,26,1,1,1,0,0,0,0,0
748,0,51,19,1,1,1,0,0,0,1,0
1482,0,66,61,0,0,1,0,1,0,0,0
2269,0,29,67,0,0,1,0,1,0,0,0
5288,0,1,75,1,0,1,0,1,0,0,1
3939,0,16,20,0,0,1,0,1,0,0,0
3064,0,28,20,0,1,1,0,1,0,0,0
1786,0,7,75,0,0,1,0,1,0,0,0
1699,0,26,69,0,0,1,0,0,1,0,0
2711,0,72,84,0,0,1,0,1,1,0,0
6729,0,66,57,1,1,0,0,0,0,1,0
5005,0,52,51,0,1,1,0,1,1,0,0
587,0,3,24,1,0,1,0,0,1,0,0
839,0,71,98,1,0,1,0,0,0,1,0
3122,0,11,23,1,0,1,0,0,1,0,1
1693,0,46,100,0,1,1,1,1,0,1,0
6095,0,16,73,0,0,1,0,0,0,0,1
3249,0,72,64,0,1,0,0,0,0,0,0
7013,0,63,100,1,0,1,1,1,0,0,0
5199,1,4,85,0,0,1,1,1,1,0,1
668,0,35,62,0,0,1,0,0,0,0,0
6933,0,17,87,1,0,1,0,1,0,0,0
1636,0,63,104,1,0,1,1,0,1,0,0
4452,0,8,96,0,0,1,0,0,0,1,1
4107,0,72,82,1,1,1,1,1,0,1,0
2614,0,33,20,1,1,1,1,1,1,0,0
5808,0,58,50,1,0,1,1,1,0,1,0
2117,1,6,74,0,0,1,0,0,0,1,0
3752,0,53,64,1,1,1,0,0,0,1,0
2766,1,72,106,0,0,1,1,1,1,0,0
1951,1,47,71,0,1,1,0,0,0,0,1
1963,0,27,76,0,0,1,0,1,0,0,0
72,0,10,99,1,0,1,1,1,0,1,1
6296,0,39,96,0,0,1,0,0,1,0,1
3695,1,71,25,1,0,1,1,1,0,0,0
3653,0,27,26,1,1,1,0,0,0,1,0
6641,1,34,100,1,0,1,0,0,0,0,0
6501,0,10,66,0,1,1,1,1,1,0,0
1458,1,40,95,0,1,1,0,0,0,0,1
4333,0,2,61,0,0,1,1,1,0,0,0
1361,0,58,111,0,0,1,1,1,0,0,0
5896,1,23,90,1,0,1,1,0,0,1,0
6995,0,19,56,0,0,1,1,0,0,1,0
2415,0,2,90,1,1,1,1,1,0,0,1
3881,0,19,20,0,0,1,1,0,0,1,0
796,0,6,19,1,0,1,1,1,1,0,0
1930,0,3,21,1,1,1,0,0,0,0,0
1901,0,1,50,0,0,1,0,0,1,0,1
3842,0,18,34,1,0,0,1,1,0,0,0
6308,0,62,104,1,1,1,0,1,0,0,0
2502,0,29,84,1,0,1,1,0,1,0,1
902,0,13,20,0,0,1,0,1,0,0,0
1006,0,2,70,0,0,1,1,1,0,0,0
1889,0,41,20,0,0,1,0,0,0,0,0
1144,1,17,95,1,0,1,0,0,0,0,0
1682,0,22,80,0,0,1,1,0,0,1,0
1798,0,32,30,0,0,0,1,0,1,0,0
4771,1,43,111,1,1,1,0,1,0,0,1
2762,0,31,59,1,0,1,0,1,0,1,0
6737,0,67,20,1,0,1,1,1,0,1,0
3848,0,5,83,0,0,1,0,0,0,0,0
2925,0,68,102,1,0,1,0,1,1,0,0
2660,0,72,66,1,0,0,0,0,0,0,0
4844,0,2,20,0,0,1,0,0,1,0,0
2856,0,9,58,0,0,0,1,0,0,0,1
2273,0,1,70,1,0,1,0,0,1,0,1
2588,0,56,107,0,0,1,0,0,0,0,0
6371,0,32,86,1,0,1,1,0,0,1,0
4838,0,62,71,0,1,1,1,1,1,0,0
2511,0,72,24,0,1,1,0,1,1,0,0
430,0,65,108,0,0,1,0,0,0,0,0
4040,0,11,20,1,0,1,0,0,1,0,0
4162,0,61,70,1,0,1,0,0,0,1,0
4608,0,46,20,1,1,1,1,0,0,1,0
330,0,46,101,0,0,1,0,0,0,1,0
1342,0,2,96,1,0,1,0,0,0,1,1
4105,0,8,71,0,0,1,1,1,0,1,1
924,0,46,69,0,0,1,0,1,0,0,0
2875,0,12,81,1,0,1,1,1,0,0,0
5221,1,7,84,0,0,1,1,1,1,0,0
2426,1,50,83,0,0,1,0,0,0,0,0
5384,0,2,20,0,1,1,1,0,0,0,1
1292,0,31,78,1,0,1,1,0,0,1,1
2754,0,28,59,0,0,1,0,0,0,0,0
4099,0,56,94,1,0,1,0,0,0,0,1
1344,0,35,19,0,0,1,0,0,0,0,0
5270,1,5,50,1,0,1,0,0,0,0,1
90,0,18,35,0,0,0,0,1,0,0,0
1071,0,32,110,0,0,1,0,0,0,0,0
4416,0,72,75,1,0,1,1,0,0,0,0
3342,0,64,81,1,0,1,0,0,1,0,0
1348,0,55,82,0,0,1,0,1,0,0,0
4599,0,46,25,0,1,1,0,0,1,0,0
1405,0,51,110,1,1,1,1,1,0,0,0
3200,0,9,51,0,0,1,1,1,0,0,0
625,0,35,26,1,0,1,0,1,0,0,0
6962,0,1,80,0,0,1,0,1,0,0,1
6353,0,43,79,0,0,1,0,0,0,0,0
1675,0,71,109,1,0,1,0,1,0,0,0
3765,0,69,61,0,1,1,1,0,0,0,0
2026,0,10,36,1,0,0,1,1,1,0,0
6530,1,36,84,1,0,1,0,0,1,0,1
4511,1,1,71,0,0,1,0,0,1,0,0
6209,0,71,25,0,0,1,0,0,1,0,0
6392,0,72,109,0,0,1,0,0,0,0,0
1120,0,35,61,1,0,1,0,1,0,0,0
6080,0,33,104,0,1,1,0,0,0,0,1
6219,0,47,104,1,0,1,0,0,0,0,0
4891,0,63,20,1,1,1,1,0,0,0,0
2601,0,1,79,1,0,1,1,1,0,1,1
2135,0,69,106,0,0,1,1,1,0,0,0
1660,0,21,56,0,1,0,1,0,0,0,1
301,0,4,57,1,0,1,1,1,0,0,0
2505,0,51,59,1,1,0,0,0,1,0,1
1546,0,13,21,0,1,1,0,0,0,1,0
4562,0,3,35,1,0,0,1,1,0,1,1
4966,0,3,44,0,1,1,1,0,0,0,1
1421,1,32,20,1,0,1,1,1,0,0,0
6426,0,9,76,0,0,1,0,0,1,0,1
479,1,33,84,1,0,1,0,1,0,0,1
2795,0,66,25,1,1,1,1,1,0,0,0
1530,0,1,52,0,0,1,0,1,0,0,1
2968,0,1,70,0,0,1,0,1,0,0,0
3372,0,57,21,1,1,1,1,1,0,0,0
2624,0,11,30,0,1,0,1,0,0,0,0
6443,0,9,35,1,0,0,0,0,0,0,1
5122,0,62,81,0,0,1,0,0,0,0,0
3286,0,49,100,0,1,1,1,1,0,0,1
1177,0,6,20,0,1,1,1,0,0,1,0
1367,0,6,45,0,0,0,1,1,0,0,0
2618,0,1,74,1,1,1,0,0,1,0,1
5182,0,72,112,1,0,1,1,0,1,0,0
5967,0,10,100,0,1,1,0,0,0,0,1
1977,1,11,90,0,0,1,1,1,0,0,1
576,1,66,64,0,0,1,1,1,1,0,0
6381,0,59,41,1,0,0,0,0,0,0,1
3347,1,17,76,1,0,1,0,0,0,1,1
2621,1,14,96,1,0,1,0,0,0,1,0
215,0,13,20,1,0,1,0,0,0,0,0
5114,0,40,55,0,0,0,1,1,0,0,0
1801,0,17,26,1,0,0,0,1,0,0,0
1298,0,2,91,0,0,1,0,0,1,0,1
232,0,11,74,1,0,1,0,1,0,0,1
1510,0,46,61,1,0,0,1,0,0,1,0
6732,0,20,20,0,0,1,1,1,0,0,0
113,1,43,90,0,0,1,1,1,0,0,0
2506,0,70,60,1,1,0,1,0,0,1,0
640,0,47,74,0,0,1,1,0,0,1,0
1200,1,3,81,1,0,1,1,1,1,0,1
3693,0,32,73,1,0,1,1,0,1,0,0
3338,0,4,20,1,1,1,0,1,0,0,0
5561,0,59,20,0,1,1,0,0,0,0,0
3160,0,19,61,0,1,1,0,0,0,1,0
4579,0,28,60,0,0,1,1,1,0,0,0
4235,0,12,20,0,0,1,1,1,1,0,0
3039,0,23,45,0,0,0,0,0,0,1,0
769,0,67,19,0,1,1,0,0,1,0,0
5219,0,72,104,1,1,1,0,0,0,0,0
4409,0,41,109,0,1,1,0,0,0,1,0
6361,0,1,50,1,0,1,0,0,0,0,1
6967,0,42,80,1,0,1,1,1,0,0,0
2706,0,71,81,1,0,1,0,1,0,0,0
1957,0,42,21,0,0,1,1,0,0,0,0
5908,0,17,69,0,0,1,0,0,0,0,0
4606,0,2,79,1,0,1,1,0,0,1,0
5469,0,9,86,1,0,1,0,1,0,0,0
999,0,25,61,0,0,0,0,0,0,0,0
2475,0,62,84,0,0,1,0,1,0,1,0
1066,1,55,116,1,0,1,0,0,0,1,0
6793,0,72,67,1,1,0,1,1,0,1,0
4362,1,66,80,0,0,1,0,0,1,0,1
393,0,1,74,1,1,1,0,0,0,0,1
3673,0,7,51,0,1,1,1,1,0,0,0
5948,0,42,19,0,1,1,0,1,0,1,0
1463,0,27,95,0,0,1,0,1,0,0,1
1150,1,5,91,1,0,1,0,0,0,0,1
5244,0,18,95,1,1,1,1,1,0,0,1
815,0,49,94,1,1,1,1,1,0,0,0
3988,0,18,20,1,0,1,1,0,1,0,0
6929,0,18,89,0,0,1,0,0,0,0,0
1484,0,2,96,0,0,1,0,1,0,1,1
6300,0,41,51,1,0,0,1,0,0,1,0
1590,0,1,49,0,0,1,0,0,0,1,0
1076,0,14,46,1,0,0,1,0,1,0,1
251,0,41,88,0,1,1,0,1,0,0,0
6469,1,17,85,0,0,1,0,0,0,1,1
5015,0,37,96,1,0,1,1,0,0,0,0
5666,1,24,41,0,0,0,0,0,1,0,1
500,1,70,76,0,0,1,1,1,1,0,0
1286,0,70,86,1,1,1,0,0,1,0,0
6688,0,6,69,1,0,1,0,0,0,1,0
6269,0,10,46,1,0,1,0,0,0,0,0
6120,1,56,105,0,0,1,0,0,0,0,0
5609,1,15,86,1,0,1,1,1,0,0,1
2891,0,61,104,1,0,1,0,1,0,0,0
4736,0,18,82,1,0,1,1,0,0,1,1
6237,0,6,69,0,0,1,0,1,0,0,1
1755,0,35,83,1,0,1,0,0,0,0,0
6394,1,1,56,0,0,1,0,0,1,0,1
4668,0,52,100,0,1,1,0,0,0,0,0
1738,0,9,20,0,1,1,1,1,1,0,0
1777,0,72,86,1,0,1,1,0,0,0,0
523,0,68,20,1,1,1,1,1,0,0,0
6431,0,21,25,1,1,1,0,0,0,1,0
6671,1,64,44,0,0,0,0,1,0,1,0
293,0,28,20,0,1,1,0,1,0,0,0
5411,0,65,99,0,1,1,0,0,0,0,0
6503,0,12,107,1,0,1,0,0,1,0,1
5864,0,7,69,0,1,1,0,0,0,1,0
3268,1,70,92,0,0,1,1,0,1,0,0
5193,0,8,20,0,1,1,1,0,0,1,0
6367,0,62,72,0,0,1,0,0,0,1,0
6126,0,18,46,1,1,0,0,1,0,0,0
4541,0,1,94,0,0,1,1,0,0,0,1
4867,1,23,75,0,0,1,1,1,0,0,0
5891,0,71,79,1,0,1,0,0,1,0,0
3850,0,4,61,1,0,1,0,0,0,1,0
598,0,5,25,1,0,0,1,1,1,0,1
2106,0,2,50,1,0,1,0,0,1,0,0
2333,0,11,55,1,0,1,1,0,0,0,0
2939,0,1,80,1,1,1,0,1,0,0,1
3450,0,53,20,0,1,1,1,1,1,0,0
923,0,65,25,1,0,1,1,0,1,0,0
1297,1,70,103,1,0,1,1,1,0,0,1
1681,0,67,26,0,0,1,1,0,0,1,0
6338,0,69,82,1,1,1,0,0,0,0,0
2140,1,27,86,0,0,1,1,1,0,0,0
446,0,56,81,1,0,1,0,1,0,0,0
3899,1,3,45,0,0,1,1,1,0,0,1
1936,0,3,74,0,0,1,0,0,1,0,1
3214,0,65,92,0,1,1,1,1,1,0,0
2898,0,9,89,0,0,1,0,0,0,1,1
1209,0,15,30,1,0,0,1,1,1,0,1
6986,0,14,60,0,1,1,1,1,0,0,0
5112,0,70,84,1,1,1,0,0,0,0,0
3493,1,17,100,1,0,1,0,0,0,0,1
4464,0,43,91,1,1,1,0,1,0,0,0
788,0,1,20,0,1,1,1,0,1,0,0
6581,0,72,117,0,0,1,1,0,1,0,0
2915,0,10,46,1,0,1,0,0,0,1,1
6488,0,16,80,0,1,1,0,1,0,0,0
3093,0,38,84,0,0,1,0,0,1,0,1
565,0,61,34,1,1,0,0,0,0,1,0
3737,0,22,89,1,1,1,1,0,0,0,0
4806,0,28,90,0,0,1,0,0,1,0,0
2009,0,69,98,1,0,1,1,0,0,1,0
2178,1,71,110,0,0,1,0,0,0,1,0
5442,0,15,20,1,0,1,1,0,0,1,0
2045,0,39,41,0,0,0,1,1,0,1,0
2992,0,5,86,0,1,1,0,0,0,0,1
6753,0,71,20,0,1,1,1,0,1,0,0
2582,0,17,20,0,0,1,1,1,0,0,0
3902,1,8,100,0,0,1,0,0,0,0,0
1689,1,71,24,1,0,1,0,0,0,0,0
627,0,5,54,0,0,1,1,1,1,0,1
6767,0,68,92,0,0,1,0,0,0,0,0
4984,1,9,90,0,0,1,0,0,0,0,0
6004,0,58,24,1,0,1,0,1,1,0,0
3465,0,1,70,1,0,1,0,0,0,0,1
896,0,69,24,1,1,1,1,1,0,1,0
5049,0,59,21,0,1,1,0,0,0,0,0
249,0,11,25,0,1,0,1,1,1,0,0
3282,0,3,21,1,0,1,1,1,1,0,0
6934,0,47,40,1,1,0,1,1,0,1,0
3643,0,9,55,1,1,1,0,0,1,0,0
1859,0,60,106,0,0,1,0,1,0,0,1
3961,0,2,80,1,0,1,0,0,0,0,1
6537,0,36,105,0,0,1,1,1,1,0,0
2510,0,15,84,0,0,1,1,1,0,0,0
2166,1,18,58,1,0,1,1,1,1,0,0
4437,0,1,34,1,1,0,1,1,0,1,0
5263,0,29,40,0,0,0,0,0,0,0,0
6098,0,3,108,1,0,1,1,0,1,0,0
2186,0,60,109,1,0,1,0,0,0,1,0
6624,0,43,72,1,1,1,0,0,0,1,0
2438,0,36,19,1,1,1,1,1,0,0,0
209,0,22,20,0,0,1,0,1,1,0,0
5664,0,28,85,1,1,1,0,1,0,0,0
1041,0,1,35,0,0,0,0,0,1,0,1
4226,0,5,45,0,1,1,1,1,0,0,0
1616,0,20,19,0,0,1,0,0,0,1,0
1965,0,23,87,1,1,1,0,0,0,0,0
3638,0,6,80,1,0,1,0,0,0,0,0
6036,0,26,55,1,0,0,0,1,1,0,0
2023,0,22,55,1,0,1,1,1,0,0,0
153,1,18,104,0,0,1,0,0,0,1,0
4704,0,18,81,1,1,1,1,0,0,0,0
2437,0,62,104,0,0,1,0,0,0,0,0
2937,0,26,26,0,0,1,1,1,1,0,0
5677,0,70,74,0,1,1,0,1,1,0,0
5916,0,48,105,0,1,1,1,1,0,1,0
3101,1,2,94,1,0,1,1,1,0,0,1
2864,1,65,109,0,0,1,0,0,0,0,0
116,0,71,93,0,0,1,0,0,0,1,0
4134,0,16,75,0,0,1,1,1,0,0,0
2948,1,59,94,1,0,1,1,1,0,0,1
2128,0,51,44,1,0,0,1,0,0,0,0
1844,0,63,101,0,1,1,0,0,1,0,1
2235,0,41,98,0,0,1,1,0,1,0,0
3661,0,62,85,0,0,1,0,1,1,0,0
2643,0,3,74,0,0,1,1,1,0,0,1
539,1,18,48,0,0,0,0,0,0,1,1
4043,0,71,20,0,1,1,0,0,0,1,0
363,0,27,74,0,1,1,0,0,0,1,0
6093,0,2,70,0,0,1,0,0,0,1,1
4976,1,72,115,0,0,1,0,0,0,1,0
6280,0,41,90,1,0,1,0,0,1,0,0
4535,0,62,100,0,1,1,1,1,0,0,1
5313,1,7,90,1,0,1,0,1,0,0,1
5028,0,69,60,1,1,1,0,1,0,1,0
4071,0,61,94,0,0,1,0,0,0,0,0
1679,0,72,49,0,0,0,0,0,0,0,0
5002,1,71,56,1,0,0,0,0,0,1,0
398,0,1,20,1,0,1,0,0,0,0,0
6410,0,4,46,1,0,1,1,0,1,0,0
489,0,30,50,1,0,1,1,1,0,0,0
3343,0,60,79,1,0,1,0,0,1,0,0
1010,0,40,20,0,1,1,0,0,0,0,0
1398,0,1,25,0,0,0,1,1,0,0,1
6253,0,9,20,1,0,1,0,0,0,0,1
783,0,72,110,1,1,1,0,0,0,0,0
2075,0,12,96,0,0,1,1,1,0,0,1
2424,0,69,113,1,0,1,1,1,0,1,0
4539,1,38,25,1,0,0,1,0,0,1,0
4415,0,44,20,1,1,1,1,0,0,1,0
3473,0,10,98,0,0,1,1,1,0,0,1
4222,0,18,96,0,0,1,0,1,1,0,1
3174,0,1,78,0,0,1,0,0,1,0,1
3679,0,52,95,0,0,1,0,0,0,0,0
5560,0,52,92,1,0,1,0,1,0,0,0
399,1,15,96,0,0,1,0,0,1,0,1
1964,0,5,19,1,0,1,0,0,1,0,1
